CAT: tyc3219-02587-1 22:54:35.000  39:59:14.18 +00.113 +000.74  8.39  K  J2000
RAA:   81.0560000  341.1268600
AA:   81.0523168  341.4849441
TAA:   81.0509335  -18.5131767
ABS_AA:   81.0510544  -18.5130782
TAPE_ALT_EW:   89.9663193   81.4961802
TAPE_ALT_EW_RAW:   89.9663193   81.4975893
LST: 23:10:37.605
RRD:   22.9253481   40.0962169
ARD:   22.9257629   40.0993155
CRD: 22:54:32.556  39:58:56.037
SVEL: -0.0009 -0.0191
SERR: 1896238053 -1063711859
CAT: tyc4562-02681-1 15:05:54.418  78:24:25.37 -00.484 -000.31  8.41  K  J2000
RAA:   25.0790454  349.0757872
AA:   25.0749186  349.4134770
TAA:   25.0738088  -10.5859109
ABS_AA:   25.0738901  -10.5859384
TAPE_ALT_EW:   89.9663468   26.4078716
TAPE_ALT_EW_RAW:   89.9663468   26.4184452
LST: 23:12:55.008
RRD:   15.0893114   78.3283937
ARD:   15.0879581   78.3320065
CRD: 15:06:00.200  78:24:15.628
SVEL: -0.0005 0.0003
SERR: -397392573 -1062026618
CAT: tyc4586-00645-1 20:49:28.493  75:45:21.74 +00.260 +000.14  8.46  K  J2000
RAA:   42.6371459  348.6537299
AA:   42.6330435  348.9930881
TAA:   42.6313831  -11.0061479
ABS_AA:   42.6314582  -11.0061118
TAPE_ALT_EW:   89.9663468   43.9653725
TAPE_ALT_EW_RAW:   89.9663468   43.9730252
LST: 23:14:19.666
RRD:   20.8198299   75.8321831
ARD:   20.8206275   75.8369240
CRD: 20:49:25.713  75:44:58.987
SVEL: -0.0005 -0.0010
SERR: 377735082 -1062026653
CAT: tyc3987-02879-1 22:39:48.918  56:09:37.22 -00.005 -000.13  8.36  K  J2000
RAA:   64.6891848  348.7020600
AA:   64.6850796  349.0458322
TAA:   64.6834157  -10.9534981
ABS_AA:   64.6834966  -10.9534869
TAPE_ALT_EW:   89.9663221   65.2117815
TAPE_ALT_EW_RAW:   89.9663221   65.2158997
LST: 23:15:22.123
RRD:   22.6771083   56.2669235
ARD:   22.6776617   56.2702090
CRD: 22:39:46.002  56:09:18.378
SVEL: -0.0008 -0.0049
SERR: -1112737578 -1063405449
CAT: tyc4353-00064-1 06:15:17.656  72:50:21.98 -00.072 -001.18  8.38  M  J2000
RAA:   25.8867788   18.4643605
AA:   25.8808530   18.8022378
TAA:   25.8794550   18.8028506
ABS_AA:   25.8793360   18.8028534
TAPE_ALT_EW:   89.9663468   27.2750816
TAPE_ALT_EW_RAW:   89.9663468   27.2855110
LST: 23:17:12.733
RRD:    6.2967773   72.8316366
ARD:    6.2968542   72.8273190
CRD: 06:15:15.029  72:50:39.183
SVEL: 0.0012 0.0006
SERR: 131894498 -1061969847
CAT: tyc4315-00880-1 02:08:10.684  69:52:52.41 -00.260 +000.30  8.46  M  J2000
RAA:   45.0098988   19.2347275
AA:   45.0039253   19.5746386
TAA:   45.0022574   19.5754252
ABS_AA:   45.0021554   19.5754476
TAPE_ALT_EW:   89.9663468   46.3976836
TAPE_ALT_EW_RAW:   89.9663468   46.4049318
LST: 23:18:27.401
RRD:    2.1646972   69.9775215
ARD:    2.1656241   69.9762711
CRD: 02:08:05.473  69:52:52.403
SVEL: 0.0010 -0.0011
SERR: -624045609 -1061970040
CAT: tyc3652-01582-1 00:11:12.740  53:24:56.14 +00.162 -000.04  8.40  M  J2000
RAA:   66.2310198   19.4524602
AA:   66.2250328   19.7973903
TAA:   66.2233554   19.7981273
ABS_AA:   66.2232347   19.7981460
TAPE_ALT_EW:   89.9663221   66.8244254
TAPE_ALT_EW_RAW:   89.9663221   66.8282753
LST: 23:20:06.456
RRD:    0.2047869   53.5290268
ARD:    0.2053703   53.5307335
CRD: 00:11:09.519  53:24:43.880
SVEL: 0.0013 -0.0055
SERR: 1548793268 -1063196770
CAT: tyc3235-00757-1 23:38:34.735  40:58:07.80 +00.170 -002.03  8.43  F  J2000
RAA:   79.9091558   20.1445412
AA:   79.9031259   20.5026725
TAA:   79.9014555   20.5043035
ABS_AA:   79.9013095   20.5043931
TAPE_ALT_EW:   89.9663193   80.5023912
TAPE_ALT_EW_RAW:   89.9663193   80.5039656
LST: 23:21:14.667
RRD:   23.6597878   41.0817620
ARD:   23.6602373   41.0842404
CRD: 23:38:32.109  40:57:52.232
SVEL: 0.0010 -0.0163
SERR: -1464622732 -1063196996
CAT: tyc2780-01506-1 23:55:25.873  35:57:19.17 -00.167 -001.09  8.43  M  J2000
RAA:   81.7824320   55.5115131
AA:   81.7744467   55.8681881
TAA:   81.7730577   55.8701271
ABS_AA:   81.7727617   55.8702086
TAPE_ALT_EW:   89.9663193   82.3740319
TAPE_ALT_EW_RAW:   89.9663193   82.3752950
LST: 23:22:57.922
RRD:   23.9411474   36.0687966
ARD:   23.9415728   36.0710929
CRD: 23:55:23.305  35:57:04.573
SVEL: 0.0033 -0.0121
SERR: -1522241674 -1063196925
CAT: tyc3264-00671-1 01:09:57.303  45:44:50.12 +00.539 -002.11  8.49  F  J2000
RAA:   64.9726174   47.8467706
AA:   64.9649996   48.1897922
TAA:   64.9635975   48.1904627
ABS_AA:   64.9632939   48.1905186
TAPE_ALT_EW:   89.9663221   65.5639954
TAPE_ALT_EW_RAW:   89.9663221   65.5680550
LST: 23:24:05.523
RRD:    1.1857004   45.8554957
ARD:    1.1861933   45.8564320
CRD: 01:09:54.491  45:44:40.918
SVEL: 0.0025 -0.0030
SERR: 1637728267 -1063197992
CAT: tyc3318-01538-1 03:04:36.479  49:47:28.68 +00.064 -001.54  8.47  K  J2000
RAA:   45.6532176   49.1666886
AA:   45.6455337   49.5059689
TAA:   45.6442594   49.5063677
ABS_AA:   45.6439329   49.5063460
TAPE_ALT_EW:   89.9663496   47.0885243
TAPE_ALT_EW_RAW:   89.9663495   47.0956575
LST: 23:25:26.597
RRD:    3.1006885   49.8699565
ARD:    3.1011124   49.8689252
CRD: 03:04:33.615  49:47:28.795
SVEL: 0.0029 -0.0003
SERR: 1313727162 -1061925047
CAT: tyc3347-01707-1 04:46:40.025  47:04:03.29 +00.087 -001.29  8.27  M  J2000
RAA:   28.8524492   49.9919129
AA:   28.8447245   50.3296415
TAA:   28.8434500   50.3302671
ABS_AA:   28.8432090   50.3303098
TAPE_ALT_EW:   89.9663468   30.2883931
TAPE_ALT_EW_RAW:   89.9663468   30.2983212
LST: 23:26:55.327
RRD:    4.8029404   47.1033083
ARD:    4.8031659   47.1013994
CRD: 04:46:37.814  47:04:09.004
SVEL: 0.0030 0.0008
SERR: 2142296624 -1061924430
CAT: tyc1259-00872-1 04:14:20.948  19:34:46.77 +00.115 -005.15  8.27  F  J2000
RAA:   25.2928623   81.6519037
AA:   25.2839892   81.9886330
TAA:   25.2831524   81.9892453
ABS_AA:   25.2827161   81.9891838
TAPE_ALT_EW:   89.9663468   26.7279049
TAPE_ALT_EW_RAW:   89.9663468   26.7384254
LST: 23:28:22.315
RRD:    4.2589951   19.6300256
ARD:    4.2592035   19.6306871
CRD: 04:14:19.163  19:34:41.341
SVEL: 0.0033 0.0014
SERR: 95617953 -1061924575
CAT: tyc1789-00987-1 02:55:19.865  26:56:27.06 +00.444 -001.97  8.27  K  J2000
RAA:   45.1338517   82.1392823
AA:   45.1249683   82.4768540
TAA:   45.1238537   82.4772459
ABS_AA:   45.1234771   82.4772493
TAPE_ALT_EW:   89.9663468   46.5682884
TAPE_ALT_EW_RAW:   89.9663468   46.5755082
LST: 23:29:48.710
